F5_SAMPLE_DESCRIPTION	F5 Sample Type	F5 CAGE Lib ID	F5 Sample Description
ARPE_19_EMT_INDUCED_WITH_TGF_BETA_AND_TNF_ALPHA	timecourse	CNhs14543#CNhs14542#CNhs14541#CNhs14540#CNhs14539#CNhs14538#CNhs14537#CNhs14536#CNhs14535#CNhs14534#CNhs14533#CNhs14532#CNhs14531#CNhs14530#CNhs14528#CNhs14527#CNhs14526#CNhs14525#CNhs14524#CNhs14523#CNhs14522#CNhs14520#CNhs14519#CNhs14518#CNhs14501#CNhs14500#CNhs14499#CNhs14498#CNhs14497#CNhs14496#CNhs14495#CNhs14494#CNhs14493#CNhs14492#CNhs14491#CNhs14490#CNhs14489#CNhs14488#CNhs14487#CNhs14486#CNhs14485#CNhs14484#CNhs14483#CNhs14482#CNhs14480#CNhs14479#CNhs14478#CNhs14477#CNhs14476#CNhs14475#CNhs14474#CNhs14473#CNhs14472#CNhs14471#CNhs14470#CNhs14469#CNhs14468#CNhs14467#CNhs14466#CNhs14465#CNhs14464#CNhs14463	ARPE-19 EMT induced with TGF-beta and TNF-alpha, 60hr00min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 60hr00min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 60hr00min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 42hr00min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 42hr00min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 42hr00min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 24hr00min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 24hr00min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 24hr00min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 16hr00min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 16hr00min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 16hr00min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 12hr00min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 12hr00min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 08hr00min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 08hr00min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 08hr00min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 07hr00min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 07hr00min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 07hr00min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 06hr00min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 06hr00min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 06hr00min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 05hr00min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 05hr00min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 05hr00min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 04hr00min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 04hr00min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 04hr00min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr30min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr30min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr30min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr00min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr00min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 03hr00min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr30min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr30min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr30min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr00min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr00min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 02hr00min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr40min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr40min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr40min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr20min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr20min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr20min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr00min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr00min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 01hr00min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr45min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr45min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr45min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr30min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr30min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr30min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr15min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr15min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr15min, biol_rep1#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr00min, biol_rep3#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr00min, biol_rep2#ARPE-19 EMT induced with TGF-beta and TNF-alpha, 00hr00min, biol_rep1
COBL_A_RINDERPEST_C_INFECTION	timecourse	CNhs14446#CNhs14445#CNhs14444#CNhs14443#CNhs14442#CNhs14441#CNhs14440#CNhs14439#CNhs14438#CNhs14437#CNhs14436#CNhs14435	COBL-a rinderpest(-C) infection, 48hr, biol_rep3#COBL-a rinderpest(-C) infection, 48hr, biol_rep2#COBL-a rinderpest(-C) infection, 48hr, biol_rep1#COBL-a rinderpest(-C) infection, 24hr, biol_rep3#COBL-a rinderpest(-C) infection, 24hr, biol_rep2#COBL-a rinderpest(-C) infection, 24hr, biol_rep1#COBL-a rinderpest(-C) infection, 12hr, biol_rep3#COBL-a rinderpest(-C) infection, 12hr, biol_rep2#COBL-a rinderpest(-C) infection, 12hr, biol_rep1#COBL-a rinderpest(-C) infection, 06hr, biol_rep3#COBL-a rinderpest(-C) infection, 06hr, biol_rep2#COBL-a rinderpest(-C) infection, 06hr, biol_rep1
COBL_A_RINDERPEST_INFECTION	timecourse	CNhs14434#CNhs14432#CNhs14431#CNhs14430#CNhs14429#CNhs14428#CNhs14427#CNhs14426#CNhs14425#CNhs14424#CNhs14423#CNhs14422#CNhs14421#CNhs14420#CNhs14419	COBL-a rinderpest infection, 48hr, biol_rep3#COBL-a rinderpest infection, 48hr, biol_rep2#COBL-a rinderpest infection, 48hr, biol_rep1#COBL-a rinderpest infection, 24hr, biol_rep3#COBL-a rinderpest infection, 24hr, biol_rep2#COBL-a rinderpest infection, 24hr, biol_rep1#COBL-a rinderpest infection, 12hr, biol_rep3#COBL-a rinderpest infection, 12hr, biol_rep2#COBL-a rinderpest infection, 12hr, biol_rep1#COBL-a rinderpest infection, 06hr, biol_rep3#COBL-a rinderpest infection, 06hr, biol_rep2#COBL-a rinderpest infection, 06hr, biol_rep1#COBL-a rinderpest infection, 00hr, biol_rep3#COBL-a rinderpest infection, 00hr, biol_rep2#COBL-a rinderpest infection, 00hr, biol_rep1
293SLAM_RINDERPEST_INFECTION	timecourse	CNhs14418#CNhs14417#CNhs14416#CNhs14415#CNhs14414#CNhs14413#CNhs14412#CNhs14411#CNhs14410#CNhs14408#CNhs14407#CNhs14406	293SLAM rinderpest infection, 24hr, biol_rep3#293SLAM rinderpest infection, 24hr, biol_rep2#293SLAM rinderpest infection, 24hr, biol_rep1#293SLAM rinderpest infection, 12hr, biol_rep3#293SLAM rinderpest infection, 12hr, biol_rep2#293SLAM rinderpest infection, 12hr, biol_rep1#293SLAM rinderpest infection, 06hr, biol_rep3#293SLAM rinderpest infection, 06hr, biol_rep2#293SLAM rinderpest infection, 06hr, biol_rep1#293SLAM rinderpest infection, 00hr, biol_rep3#293SLAM rinderpest infection, 00hr, biol_rep2#293SLAM rinderpest infection, 00hr, biol_rep1
H1_EMBRYONIC_STEM_CELLS_DIFFERENTIATION_TO_CD34+_HSC	timecourse	CNhs13971#CNhs13970#CNhs13969#CNhs13968#CNhs13966#CNhs13965#CNhs13964#CNhs14068#CNhs14067	H1 embryonic stem cells differentiation to CD34+ HSC, day09, biol_rep3#H1 embryonic stem cells differentiation to CD34+ HSC, day09, biol_rep2#H1 embryonic stem cells differentiation to CD34+ HSC, day09, biol_rep1#H1 embryonic stem cells differentiation to CD34+ HSC, day03, biol_rep3#H1 embryonic stem cells differentiation to CD34+ HSC, day03, biol_rep2#H1 embryonic stem cells differentiation to CD34+ HSC, day03, biol_rep1#H1 embryonic stem cells differentiation to CD34+ HSC, day00, biol_rep3#H1 embryonic stem cells differentiation to CD34+ HSC, day00, biol_rep2#H1 embryonic stem cells differentiation to CD34+ HSC, day00, biol_rep1
MYOBLAST_DIFFERENTIATION_TO_MYOTUBES	timecourse	CNhs14613#CNhs14612#CNhs14611#CNhs14610#CNhs14609#CNhs14607#CNhs14606#CNhs14605#CNhs14604#CNhs14603#CNhs14602#CNhs14601#CNhs14600#CNhs14599#CNhs14598#CNhs14597#CNhs14596#CNhs14595#CNhs14594#CNhs14592#CNhs14591#CNhs14590#CNhs14589#CNhs14588#CNhs14587#CNhs14586	Myoblast differentiation to myotubes, day12, Duchenne Muscular Dystrophy donor3#Myoblast differentiation to myotubes, day10, Duchenne Muscular Dystrophy donor3#Myoblast differentiation to myotubes, day08, Duchenne Muscular Dystrophy donor3#Myoblast differentiation to myotubes, day06, Duchenne Muscular Dystrophy donor3#Myoblast differentiation to myotubes, day04, Duchenne Muscular Dystrophy donor3#Myoblast differentiation to myotubes, day02, Duchenne Muscular Dystrophy donor3#Myoblast differentiation to myotubes, day01, Duchenne Muscular Dystrophy donor3#Myoblast differentiation to myotubes, day00, Duchenne Muscular Dystrophy donor3#Myoblast differentiation to myotubes, day12, Duchenne Muscular Dystrophy donor2#Myoblast differentiation to myotubes, day10, Duchenne Muscular Dystrophy donor2#Myoblast differentiation to myotubes, day08, Duchenne Muscular Dystrophy donor2#Myoblast differentiation to myotubes, day06, Duchenne Muscular Dystrophy donor2#Myoblast differentiation to myotubes, day04, Duchenne Muscular Dystrophy donor2#Myoblast differentiation to myotubes, day03, Duchenne Muscular Dystrophy donor2#Myoblast differentiation to myotubes, day02, Duchenne Muscular Dystrophy donor2#Myoblast differentiation to myotubes, day01, Duchenne Muscular Dystrophy donor2#Myoblast differentiation to myotubes, day00, Duchenne Muscular Dystrophy donor2#Myoblast differentiation to myotubes, day12, Duchenne Muscular Dystrophy donor1#Myoblast differentiation to myotubes, day10, Duchenne Muscular Dystrophy donor1#Myoblast differentiation to myotubes, day08, Duchenne Muscular Dystrophy donor1#Myoblast differentiation to myotubes, day06, Duchenne Muscular Dystrophy donor1#Myoblast differentiation to myotubes, day04, Duchenne Muscular Dystrophy donor1#Myoblast differentiation to myotubes, day03, Duchenne Muscular Dystrophy donor1#Myoblast differentiation to myotubes, day02, Duchenne Muscular Dystrophy donor1#Myoblast differentiation to myotubes, day01, Duchenne Muscular Dystrophy donor1#Myoblast differentiation to myotubes, day00, Duchenne Muscular Dystrophy donor1
IPS_DIFFERENTIATION_TO_NEURON	timecourse	CNhs14066#CNhs14065#CNhs14064#CNhs14063#CNhs13922#CNhs14062#CNhs14061#CNhs14060#CNhs13838#CNhs13837#CNhs13836#CNhs13835#CNhs14059#CNhs14058#CNhs14057#CNhs14056#CNhs13846#CNhs13845#CNhs13844#CNhs13843#CNhs13833#CNhs13832#CNhs13831#CNhs13830	iPS differentiation to neuron, down-syndrome donor C18-CCL54, day18, rep3#iPS differentiation to neuron, down-syndrome donor C18-CCL54, day12, rep3#iPS differentiation to neuron, down-syndrome donor C18-CCL54, day06, rep3#iPS differentiation to neuron, down-syndrome donor C18-CCL54, day00, rep3#iPS differentiation to neuron, down-syndrome donor C18-CCL54, day18, rep2#iPS differentiation to neuron, down-syndrome donor C18-CCL54, day12, rep2#iPS differentiation to neuron, down-syndrome donor C18-CCL54, day06, rep2#iPS differentiation to neuron, down-syndrome donor C18-CCL54, day00, rep2#iPS differentiation to neuron, down-syndrome donor C18-CCL54, day18, rep1#iPS differentiation to neuron, down-syndrome donor C18-CCL54, day12, rep1#iPS differentiation to neuron, down-syndrome donor C18-CCL54, day06, rep1#iPS differentiation to neuron, down-syndrome donor C18-CCL54, day00, rep1#iPS differentiation to neuron, down-syndrome donor C11-CCL54, day18, rep3#iPS differentiation to neuron, down-syndrome donor C11-CCL54, day12, rep3#iPS differentiation to neuron, down-syndrome donor C11-CCL54, day06, rep3#iPS differentiation to neuron, down-syndrome donor C11-CCL54, day00, rep3#iPS differentiation to neuron, down-syndrome donor C11-CCL54, day18, rep2#iPS differentiation to neuron, down-syndrome donor C11-CCL54, day12, rep2#iPS differentiation to neuron, down-syndrome donor C11-CCL54, day06, rep2#iPS differentiation to neuron, down-syndrome donor C11-CCL54, day00, rep2#iPS differentiation to neuron, down-syndrome donor C11-CCL54, day18, rep1#iPS differentiation to neuron, down-syndrome donor C11-CCL54, day12, rep1#iPS differentiation to neuron, down-syndrome donor C11-CCL54, day06, rep1#iPS differentiation to neuron, down-syndrome donor C11-CCL54, day00, rep1
HES3_GFP_EMBRYONIC_STEM_CELLS	timecourse	CNhs13738#CNhs13695#CNhs13694#CNhs13736#CNhs13735#CNhs13734#CNhs13733#CNhs13732#CNhs13731#CNhs13730#CNhs13729#CNhs13728#CNhs13727#CNhs13726#CNhs13725#CNhs13724#CNhs13723#CNhs13722#CNhs13721#CNhs13720#CNhs13719#CNhs13718#CNhs13717#CNhs13716#CNhs13715#CNhs13714#CNhs13712#CNhs13711#CNhs13710#CNhs13662#CNhs13661#CNhs13660#CNhs13659#CNhs13658#CNhs13657#CNhs13656#CNhs13655#CNhs13654#CNhs13653	HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day00, biol_rep3 (UH-3)#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day00, biol_rep2 (UH-2)#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day00, biol_rep1 (UH-1)#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day12, biol_rep3#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day11, biol_rep3#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day10, biol_rep3#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day09, biol_rep3#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day08, biol_rep3#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day07, biol_rep3#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day06, biol_rep3#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day05, biol_rep3#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day04, biol_rep3#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day03, biol_rep3#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day02, biol_rep3#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day01, biol_rep3#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day12, biol_rep2#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day11, biol_rep2#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day10, biol_rep2#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day09, biol_rep2#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day08, biol_rep2#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day07, biol_rep2#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day06, biol_rep2#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day05, biol_rep2#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day04, biol_rep2#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day03, biol_rep2#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day02, biol_rep2#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day01, biol_rep2#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day12, biol_rep1#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day11, biol_rep1#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day10, biol_rep1#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day09, biol_rep1#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day08, biol_rep1#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day07, biol_rep1#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day06, biol_rep1#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day05, biol_rep1#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day04, biol_rep1#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day03, biol_rep1#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day02, biol_rep1#HES3-GFP Embryonic Stem cells, cardiomyocytic induction, day01, biol_rep1
MONOCYTE_DERIVED_MACROPHAGES_RESPONSE_TO_MOCK_INFLUENZA_INFECTION	timecourse	CNhs13652#CNhs13649#CNhs13648#CNhs13645#CNhs13644#CNhs13638#CNhs13693#CNhs13637	Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor3 (536_119:MI_24h)#Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor3 (536_119:MI_0h)#Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor2 (150_120:MI_24h)#Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor2 (150_120:MI_0h)#Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor4 (227_121:MI_24h)#Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor4 (227_121:MI_0h)#Monocyte-derived macrophages response to mock influenza infection, 24hr00min, donor1 (868_121:MI_24h)#Monocyte-derived macrophages response to mock influenza infection, 00hr00min, donor1 (868_121:MI_0h)
MONOCYTE_DERIVED_MACROPHAGES_RESPONSE_TO_UDORN_INFLUENZA_INFECTION	timecourse	CNhs13562#CNhs13561#CNhs13651#CNhs13650#CNhs13560#CNhs13559#CNhs13647#CNhs13646#CNhs13643#CNhs13641#CNhs13640#CNhs13639#CNhs13557#CNhs13556#CNhs13555#CNhs13554	Monocyte-derived macrophages response to udorn influenza infection, 24hr00min, donor3 (536_119:Ud_24h)#Monocyte-derived macrophages response to udorn influenza infection, 07hr00min, donor3 (536_119:Ud_7h)#Monocyte-derived macrophages response to udorn influenza infection, 02hr00min, donor3 (536_119:Ud_2h)#Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor3 (536_119:Ud_0h)#Monocyte-derived macrophages response to udorn influenza infection, 24hr00min, donor2 (150_120:Ud_24h)#Monocyte-derived macrophages response to udorn influenza infection, 07hr00min, donor2 (150_120:Ud_7h)#Monocyte-derived macrophages response to udorn influenza infection, 02hr00min, donor2 (150_120:Ud_2h)#Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor2 (150_120:Ud_0h)#Monocyte-derived macrophages response to udorn influenza infection, 24hr00min, donor4 (227_121:Ud_24h)#Monocyte-derived macrophages response to udorn influenza infection, 07hr00min, donor4 (227_121:Ud_7h)#Monocyte-derived macrophages response to udorn influenza infection, 02hr00min, donor4 (227_121:Ud_2h)#Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor4 (227_121:Ud_0h)#Monocyte-derived macrophages response to udorn influenza infection, 24hr00min, donor1 (868_121:Ud_24h)#Monocyte-derived macrophages response to udorn influenza infection, 07hr00min, donor1 (868_121:Ud_7h)#Monocyte-derived macrophages response to udorn influenza infection, 02hr00min, donor1 (868_121:Ud_2h)#Monocyte-derived macrophages response to udorn influenza infection, 00hr00min, donor1 (868_121:Ud_0h)
MESENCHYMAL_STEM_CELLS_ADIPOSE_DERIVED	timecourse	CNhs13632#CNhs13631#CNhs13338#CNhs13630#CNhs13629#CNhs13628#CNhs13627#CNhs13626#CNhs13625#CNhs13624#CNhs13623#CNhs13622#CNhs13621#CNhs13620#CNhs13619#CNhs13617#CNhs13616#CNhs13615#CNhs13614#CNhs13613#CNhs13612#CNhs13611#CNhs13610#CNhs13609#CNhs13608#CNhs13607#CNhs13606#CNhs13605#CNhs13604#CNhs13603#CNhs13602#CNhs13601#CNhs13600#CNhs13599#CNhs13598#CNhs13434#CNhs13433#CNhs13432#CNhs13431#CNhs13430#CNhs13429#CNhs13428#CNhs13427#CNhs13426#CNhs13425#CNhs13424#CNhs13423#CNhs13422#CNhs13421#CNhs13420#CNhs13337	mesenchymal stem cells (adipose derived), adipogenic induction, day14, biol_rep3#mesenchymal stem cells (adipose derived), adipogenic induction, day14, biol_rep2#mesenchymal stem cells (adipose derived), adipogenic induction, day14, biol_rep1#mesenchymal stem cells (adipose derived), adipogenic induction, day12, biol_rep3#mesenchymal stem cells (adipose derived), adipogenic induction, day12, biol_rep2#mesenchymal stem cells (adipose derived), adipogenic induction, day12, biol_rep1#mesenchymal stem cells (adipose derived), adipogenic induction, day08, biol_rep3#mesenchymal stem cells (adipose derived), adipogenic induction, day08, biol_rep2#mesenchymal stem cells (adipose derived), adipogenic induction, day08, biol_rep1#mesenchymal stem cells (adipose derived), adipogenic induction, day04, biol_rep3#mesenchymal stem cells (adipose derived), adipogenic induction, day04, biol_rep2#mesenchymal stem cells (adipose derived), adipogenic induction, day04, biol_rep1#mesenchymal stem cells (adipose derived), adipogenic induction, day02, biol_rep3#mesenchymal stem cells (adipose derived), adipogenic induction, day02, biol_rep2#mesenchymal stem cells (adipose derived), adipogenic induction, day02, biol_rep1#mesenchymal stem cells (adipose derived), adipogenic induction, day01, biol_rep3#mesenchymal stem cells (adipose derived), adipogenic induction, day01, biol_rep2#mesenchymal stem cells (adipose derived), adipogenic induction, day01, biol_rep1#mesenchymal stem cells (adipose derived), adipogenic induction, 12hr00min, biol_rep3#mesenchymal stem cells (adipose derived), adipogenic induction, 12hr00min, biol_rep2#mesenchymal stem cells (adipose derived), adipogenic induction, 12hr00min, biol_rep1#mesenchymal stem cells (adipose derived), adipogenic induction, 03hr00min, biol_rep3#mesenchymal stem cells (adipose derived), adipogenic induction, 03hr00min, biol_rep2#mesenchymal stem cells (adipose derived), adipogenic induction, 03hr00min, biol_rep1#mesenchymal stem cells (adipose derived), adipogenic induction, 02hr30min, biol_rep3#mesenchymal stem cells (adipose derived), adipogenic induction, 02hr30min, biol_rep2#mesenchymal stem cells (adipose derived), adipogenic induction, 02hr30min, biol_rep1#mesenchymal stem cells (adipose derived), adipogenic induction, 02hr00min, biol_rep3#mesenchymal stem cells (adipose derived), adipogenic induction, 02hr00min, biol_rep2#mesenchymal stem cells (adipose derived), adipogenic induction, 02hr00min, biol_rep1#mesenchymal stem cells (adipose derived), adipogenic induction, 01hr40min, biol_rep3#mesenchymal stem cells (adipose derived), adipogenic induction, 01hr40min, biol_rep2#mesenchymal stem cells (adipose derived), adipogenic induction, 01hr40min, biol_rep1#mesenchymal stem cells (adipose derived), adipogenic induction, 01hr20min, biol_rep3#mesenchymal stem cells (adipose derived), adipogenic induction, 01hr20min, biol_rep2#mesenchymal stem cells (adipose derived), adipogenic induction, 01hr20min, biol_rep1#mesenchymal stem cells (adipose derived), adipogenic induction, 01hr00min, biol_rep3#mesenchymal stem cells (adipose derived), adipogenic induction, 01hr00min, biol_rep2#mesenchymal stem cells (adipose derived), adipogenic induction, 01hr00min, biol_rep1#mesenchymal stem cells (adipose derived), adipogenic induction, 00hr45min, biol_rep3#mesenchymal stem cells (adipose derived), adipogenic induction, 00hr45min, biol_rep2#mesenchymal stem cells (adipose derived), adipogenic induction, 00hr45min, biol_rep1#mesenchymal stem cells (adipose derived), adipogenic induction, 00hr30min, biol_rep3#mesenchymal stem cells (adipose derived), adipogenic induction, 00hr30min, biol_rep2#mesenchymal stem cells (adipose derived), adipogenic induction, 00hr30min, biol_rep1#mesenchymal stem cells (adipose derived), adipogenic induction, 00hr15min, biol_rep3#mesenchymal stem cells (adipose derived), adipogenic induction, 00hr15min, biol_rep2#mesenchymal stem cells (adipose derived), adipogenic induction, 00hr15min, biol_rep1#mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep3#mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep2#mesenchymal stem cells (adipose derived), adipogenic induction, 00hr00min, biol_rep1
